abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;classfication;defense;experience_growth;height_m;hp;japanese_name;english_name;french_name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
Mold Breaker, Sheer Force;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;165;7680;70;495;45;Head Butt Pokemon;60;600000;1.6;97;Rampald?????;Rampardos;Charkos;88.1;409;65;50;58;rock;;102.5;4;0
Sturdy, Soundproof;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;42;7680;70;350;45;Shield Pokemon;118;600000;0.5;30;Tatetops?????;Shieldon;Dinoclier;88.1;410;42;88;30;rock;steel;57.0;4;0
Sturdy, Soundproof;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;52;7680;70;495;45;Shield Pokemon;168;600000;1.3;60;Torideps?????;Bastiodon;Bastiodon;88.1;411;47;138;30;rock;steel;149.5;4;0
Shed Skin, Overcoat;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;29;3840;70;224;120;Bagworm Pokemon;45;1000000;0.2;40;Minomucchi?????;Burmy;Cheniti;50;412;29;45;36;bug;;3.4;4;0
Anticipation, Overcoat;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;69;3840;70;424;45;Bagworm Pokemon;95;1000000;0.5;60;Minomadam (kusaki No Mino)?????;Wormadam;Cheniselle;0;413;69;95;36;bug;grass;6.5;4;0
Swarm, Tinted Lens;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;94;3840;70;424;45;Moth Pokemon;50;1000000;0.9;70;Gamale?????;Mothim;Papilord;100;414;94;50;66;bug;flying;23.3;4;0
Honey Gather, Hustle;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;30;3840;70;244;120;Tiny Bee Pokemon;42;1059860;0.3;30;Mitsuhoney?????;Combee;Apitrini;88.1;415;30;42;70;bug;flying;5.5;4;0
Pressure, Unnerve;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;80;3840;70;474;45;Beehive Pokemon;102;1059860;1.2;70;Beequen?????;Vespiquen;Apireine;0;416;80;102;40;bug;flying;38.5;4;0
Run Away, Pickup, Volt Absorb;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;45;2560;100;405;200;EleSquirrel Pokemon;70;1000000;0.4;60;Pachirisu????;Pachirisu;Pachirisu;50;417;45;90;95;electric;;3.9;4;0
Swift Swim, Water Veil;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;65;5120;70;330;190;Sea Weasel Pokemon;35;1000000;0.7;55;Buoysel????;Buizel;Mustébouée;50;418;60;30;85;water;;29.5;4;0
Swift Swim, Water Veil;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;105;5120;70;495;75;Sea Weasel Pokemon;55;1000000;1.1;85;Floazel?????;Floatzel;Mustéflott;50;419;85;50;115;water;;33.5;4;0
Chlorophyll;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;35;5120;70;275;190;Cherry Pokemon;45;1000000;0.4;45;Cherinbo?????;Cherubi;Ceribou;50;420;62;53;35;grass;;3.3;4;0
Flower Gift;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;450;75;Blossom Pokemon;70;1000000;0.5;70;Cherrim????;Cherrim;Ceriflor;50;421;87;78;85;grass;;9.3;4;0
Sticky Hold, Storm Drain, Sand Force;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;48;5120;70;325;190;Sea Slug Pokemon;48;1000000;0.3;76;Karanakushi?????;Shellos;Sancoki;50;422;57;62;34;water;;6.3;4;0
Sticky Hold, Storm Drain, Sand Force;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;83;5120;70;475;75;Sea Slug Pokemon;68;1000000;0.9;111;Tritodon?????;Gastrodon;Tritosor;50;423;92;82;39;water;ground;29.9;4;0
Technician, Pickup, Skill Link;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;100;5120;100;482;45;Long Tail Pokemon;66;800000;1.2;75;Eteboth?????;Ambipom;Capidextre;50;424;60;66;115;normal;;20.3;4;0
Aftermath, Unburden, Flare Boost;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;50;7680;70;348;125;Balloon Pokemon;34;1640000;0.4;90;Fuwante????;Drifloon;Baudrive;50;425;60;44;70;ghost;flying;1.2;4;0
Aftermath, Unburden, Flare Boost;0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;80;7680;70;498;60;Blimp Pokemon;44;1640000;1.2;150;Fuwaride?????;Drifblim;Grodrive;50;426;90;54;80;ghost;flying;15.0;4;0
Run Away, Klutz, Limber;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;66;5120;0;350;190;Rabbit Pokemon;44;1000000;0.4;55;Mimirol????;Buneary;Laporeille;50;427;44;56;85;normal;;5.5;4;0
Cute Charm, Klutz, Limber;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;136;5120;140;580;60;Rabbit Pokemon;94;1000000;1.2;65;Mimilop?????;Lopunny;Lockpin;50;428;54;96;135;normal;;33.3;4;0
Levitate;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;60;6400;35;495;45;Magical Pokemon;60;800000;0.9;60;Mumargi?????;Mismagius;Magirêve;50;429;105;105;105;ghost;;4.4;4;0
Insomnia, Super Luck, Moxie;1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;125;5120;35;505;30;Big Boss Pokemon;52;1059860;0.9;100;Dongkarasu?????;Honchkrow;Corboss;50;430;105;52;71;dark;flying;27.3;4;0
Limber, Own Tempo, Keen Eye;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;5120;70;310;190;Catty Pokemon;42;800000;0.5;49;Nyarmar?????;Glameow;Chaglam;24.6;431;42;37;85;normal;;3.9;4;0
Thick Fat, Own Tempo, Defiant;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;82;5120;70;452;75;Tiger Cat Pokemon;64;800000;1.0;71;Bunyatto?????;Purugly;Chaffreux;24.6;432;64;59;112;normal;;43.8;4;0
Levitate;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;6400;70;285;120;Bell Pokemon;50;800000;0.2;45;Lisyan?????;Chingling;Korillon;50;433;65;50;45;psychic;;0.6;4;0
Stench, Aftermath, Keen Eye;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;63;5120;70;329;225;Skunk Pokemon;47;1000000;0.4;63;Skunpuu?????;Stunky;Moufouette;50;434;41;41;74;poison;dark;19.2;4;0
Stench, Aftermath, Keen Eye;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;93;5120;70;479;60;Skunk Pokemon;67;1000000;1.0;103;Skutank?????;Skuntank;Moufflair;50;435;71;61;84;poison;dark;38.0;4;0
Levitate, Heatproof, Heavy Metal;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;24;5120;70;300;255;Bronze Pokemon;86;1000000;0.5;57;Dohmirror?????;Bronzor;Archéomire;;436;24;86;23;steel;psychic;60.5;4;0
Levitate, Heatproof, Heavy Metal;1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;89;5120;70;500;90;Bronze Bell Pokemon;116;1000000;1.3;67;Dohtakun?????;Bronzong;Archéodong;;437;79;116;33;steel;psychic;187.0;4;0
Sturdy, Rock Head, Rattled;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;80;5120;70;290;255;Bonsai Pokemon;95;1000000;0.5;50;Usohachi????;Bonsly;Manzaï;50;438;10;45;10;rock;;15.0;4;0
Soundproof, Filter, Technician;1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;25;6400;70;310;145;Mime Pokemon;45;1000000;0.6;20;Manene???;Mime Jr.;Mime junior;50;439;70;90;60;psychic;fairy;13.0;4;0
Natural Cure, Serene Grace, Friend Guard;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;5;10240;140;220;130;Playhouse Pokemon;5;800000;0.6;100;Pinpuku????;Happiny;Ptiravi;0;440;15;65;30;normal;;24.4;4;0
Keen Eye, Tangled Feet, Big Pecks;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;65;5120;35;411;30;Music Note Pokemon;45;1059860;0.5;76;Perap????;Chatot;Pijako;50;441;92;42;91;normal;flying;1.9;4;0
Pressure, Infiltrator;1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1;92;7680;70;485;100;Forbidden Pokemon;108;1000000;1.0;50;Mikaruge????;Spiritomb;Spiritomb;50;442;92;108;35;ghost;dark;108.0;4;0
Sand Veil, Rough Skin;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;70;10240;70;300;45;Land Shark Pokemon;45;1250000;0.7;58;Fukamaru????;Gible;Griknot;50;443;40;45;42;dragon;ground;20.5;4;0
Sand Veil, Rough Skin;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;90;10240;70;410;45;Cave Pokemon;65;1250000;1.4;68;Gabite????;Gabite;Carmache;50;444;50;55;82;dragon;ground;56.0;4;0
Sand Veil, Rough Skin;1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;170;10240;70;700;45;Mach Pokemon;115;1250000;1.9;108;Gaburias?????;Garchomp;Carchacrok;50;445;120;95;92;dragon;ground;95.0;4;0
Pickup, Thick Fat, Gluttony;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;10240;70;390;50;Big Eater Pokemon;40;1250000;0.6;135;Gonbe???;Munchlax;Goinfrex;88.1;446;40;85;5;normal;;105.0;4;0
Steadfast, Inner Focus, Prankster;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;70;6400;70;285;75;Emanation Pokemon;40;1059860;0.7;40;Riolu???;Riolu;Riolu;88.1;447;35;40;60;fighting;;20.2;4;0
Steadfast, Inner Focus, Justified;0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;145;6400;70;625;45;Aura Pokemon;88;1059860;1.2;70;Lucario????;Lucario;Lucario;88.1;448;140;70;112;fighting;steel;54.0;4;0
Sand Stream, Sand Force;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;72;7680;70;330;140;Hippo Pokemon;78;1250000;0.8;68;Hippopotas?????;Hippopotas;Hippopotas;50;449;38;42;32;ground;;49.5;4;0
Sand Stream, Sand Force;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;112;7680;70;525;60;Heavyweight Pokemon;118;1250000;2.0;108;Kabaldon?????;Hippowdon;Hippodocus;50;450;68;72;47;ground;;300.0;4;0
Battle Armor, Sniper, Keen Eye;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;50;5120;70;330;120;Scorpion Pokemon;90;1250000;0.8;40;Scorupi????;Skorupi;Rapion;50;451;30;55;65;poison;bug;12.0;4;0
Battle Armor, Sniper, Keen Eye;1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;90;5120;70;500;45;Ogre Scorp Pokemon;110;1250000;1.3;70;Dorapion?????;Drapion;Drascore;50;452;60;75;95;poison;dark;61.5;4;0
Anticipation, Dry Skin, Poison Touch;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;61;2560;100;300;140;Toxic Mouth Pokemon;40;1000000;0.7;48;Gureggru?????;Croagunk;Cradopaud;50;453;61;40;50;poison;fighting;23.0;4;0
Anticipation, Dry Skin, Poison Touch;0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;106;5120;70;490;75;Toxic Mouth Pokemon;65;1000000;1.3;83;Dokurog?????;Toxicroak;Coatox;50;454;86;65;85;poison;fighting;44.4;4;0
Levitate;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;6400;70;454;200;Bug Catcher Pokemon;72;1250000;1.4;74;Muskippa?????;Carnivine;Vortente;50;455;90;72;46;grass;;27.0;4;0
Swift Swim, Storm Drain, Water Veil;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;49;5120;70;330;190;Wing Fish Pokemon;56;600000;0.4;49;Keikouo?????;Finneon;Ecayon;50;456;49;61;66;water;;7.0;4;0
Swift Swim, Storm Drain, Water Veil;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;69;5120;70;460;75;Neon Pokemon;76;600000;1.2;69;Neolant?????;Lumineon;Luminéon;50;457;69;86;91;water;;24.0;4;0
Swift Swim, Water Absorb, Water Veil;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;20;6400;70;345;25;Kite Pokemon;50;1250000;1.0;45;Tamanta????;Mantyke;Babimanta;50;458;60;120;50;water;flying;65.0;4;0
Snow Warning, Soundproof;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;62;5120;70;334;120;Frosted Tree Pokemon;50;1250000;1.0;60;Yukikaburi?????;Snover;Blizzi;50;459;62;60;40;grass;ice;50.5;4;0
Snow Warning, Soundproof;2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;132;5120;70;594;60;Frosted Tree Pokemon;105;1250000;2.2;90;Yukinooh?????;Abomasnow;Blizzaroi;50;460;132;105;30;grass;ice;135.5;4;0
Pressure, Pickpocket;2;0.5;1;1;2;4;2;1;0.5;1;1;0.5;1;1;0;2;2;1;120;5120;35;510;45;Sharp Claw Pokemon;65;1059860;1.1;70;Manyula?????;Weavile;Dimoret;50;461;45;85;125;dark;ice;34.0;4;0
Magnet Pull, Sturdy, Analytic;0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;70;5120;70;535;30;Magnet Area Pokemon;115;1000000;1.2;70;Jibacoil?????;Magnezone;Magnézone;;462;130;90;60;electric;steel;180.0;4;0
Own Tempo, Oblivious, Cloud Nine;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;5120;70;515;30;Licking Pokemon;95;1000000;1.7;110;Berobelt?????;Lickilicky;Coudlangue;50;463;80;95;50;normal;;140.0;4;0
Lightningrod, Solid Rock, Reckless;1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;140;5120;70;535;30;Drill Pokemon;130;1250000;2.4;115;Dosidon?????;Rhyperior;Rhinastoc;50;464;55;55;40;ground;rock;282.8;4;0
Chlorophyll, Leaf Guard, Regenerator;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;5120;70;535;30;Vine Pokemon;125;1000000;2.0;100;Mojumbo?????;Tangrowth;Bouldeneu;50;465;110;50;50;grass;;128.6;4;0
Motor Drive, Vital Spirit;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;123;6400;70;540;30;Thunderbolt Pokemon;67;1000000;1.8;75;Elekible?????;Electivire;Elekable;75.4;466;95;85;95;electric;;138.6;4;0
Flame Body, Vital Spirit;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;95;6400;70;540;30;Blast Pokemon;67;1000000;1.6;75;Booburn?????;Magmortar;Maganon;75.4;467;125;95;83;fire;;68.0;4;0
Hustle, Serene Grace, Super Luck;0.25;0.5;0;2;1;0.25;1;1;1;0.5;0;2;1;2;1;2;2;1;50;2560;70;545;30;Jubilee Pokemon;95;800000;1.5;85;Togekiss?????;Togekiss;Togekiss;88.1;468;120;115;80;fairy;flying;38.0;4;0
Speed Boost, Tinted Lens, Frisk;0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;76;5120;70;515;30;Ogre Darner Pokemon;86;1000000;1.9;86;Megayanma?????;Yanmega;Yanmega;50;469;116;56;95;bug;flying;51.5;4;0
Leaf Guard, Chlorophyll;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;110;8960;35;525;45;Verdant Pokemon;130;1000000;1.0;65;Leafia?????;Leafeon;Phyllali;88.1;470;60;65;95;grass;;25.5;4;0
Snow Cloak, Ice Body;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;60;8960;35;525;45;Fresh Snow Pokemon;110;1000000;0.8;65;Glacia?????;Glaceon;Givrali;88.1;471;130;95;65;ice;;25.9;4;0
Hyper Cutter, Sand Veil, Poison Heal;0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;95;5120;70;510;30;Fang Scorp Pokemon;125;1059860;2.0;75;Glion?????;Gliscor;Scorvol;50;472;45;75;95;ground;flying;42.5;4;0
Oblivious, Snow Cloak, Thick Fat;1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2;130;5120;70;530;50;Twin Tusk Pokemon;80;1250000;2.5;110;Mammoo????;Mamoswine;Mammochon;50;473;70;60;80;ice;ground;291.0;4;0
Adaptability, Download, Analytic;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;535;30;Virtual Pokemon;70;1000000;0.9;85;Porygon-z?????;Porygon-Z;PorygonZ;;474;135;75;90;normal;;34.0;4;0
Steadfast, Justified;1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;165;5120;35;618;45;Blade Pokemon;95;1250000;1.6;68;Erureido?????;Gallade;Gallame;100;475;65;115;110;psychic;fighting;52.0;4;0
Sturdy, Magnet Pull, Sand Force;0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;55;5120;70;525;60;Compass Pokemon;145;1000000;1.4;60;Dainose?????;Probopass;Tarinorme;50;476;75;150;40;rock;steel;340.0;4;0
Pressure, Frisk;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;100;6400;35;525;45;Gripper Pokemon;135;800000;2.2;45;Yonoir?????;Dusknoir;Noctunoir;50;477;65;135;45;ghost;;106.6;4;0
Snow Cloak, Cursed Body;0.5;2;1;1;1;0;2;1;2;1;1;0.5;0;0.5;1;2;2;1;80;5120;70;480;75;Snow Land Pokemon;70;1000000;1.3;70;Yukimenoko?????;Froslass;Momartik;0;478;80;70;110;ice;ghost;26.6;4;0
Levitate;0.5;2;1;0.5;1;0;1;0.5;2;1;2;1;0;0.5;1;1;0.5;1;65;5120;70;520;45;Plasma Pokemon;107;1000000;0.3;50;Rotom???;Rotom;Motisma;;479;105;107;86;electric;ghost;0.3;4;0
Levitate;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;75;20480;140;580;3;Knowledge Pokemon;130;1250000;0.3;75;Yuxie????;Uxie;Créhelf;;480;75;130;95;psychic;;0.3;4;1
Levitate;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;105;20480;140;580;3;Emotion Pokemon;105;1250000;0.3;80;Emrit?????;Mesprit;Créfollet;;481;105;105;80;psychic;;0.3;4;1
Levitate;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;125;20480;140;580;3;Willpower Pokemon;70;1250000;0.3;75;Agnome????;Azelf;Créfadet;;482;125;70;115;psychic;;0.3;4;1
Pressure, Telepathy;0.5;1;1;0.5;1;2;1;0.5;1;0.25;2;1;0.5;0;0.5;0.5;0.5;0.5;120;30720;0;680;3;Temporal Pokemon;120;1250000;5.4;100;Dialga?????;Dialga;Dialga;;483;150;100;90;steel;dragon;683.0;4;1
Pressure, Telepathy;1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25;120;30720;0;680;3;Spatial Pokemon;100;1250000;4.2;90;Palkia????;Palkia;Palkia;;484;150;120;100;water;dragon;336.0;4;1
Flash Fire, Flame Body;0.25;1;0.5;1;0.25;2;1;0.5;1;0.25;4;0.25;0.5;0;0.5;1;0.25;2;90;2560;100;600;3;Lava Dome Pokemon;106;1250000;1.7;91;Heatran?????;Heatran;Heatran;50;485;130;106;77;fire;steel;430.0;4;1
Slow Start;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;160;30720;0;670;3;Colossal Pokemon;110;1250000;3.7;110;Regigigas?????;Regigigas;Regigigas;;486;80;110;100;normal;;420.0;4;1
Pressure, Telepathy, Levitate;0.5;2;2;0.5;2;0;0.5;1;2;0.5;1;2;0;0.5;1;1;1;0.5;120;30720;0;680;3;Renegade Pokemon;100;1250000;4.5;150;Giratina (another Forme)?????;Giratina;Giratina;;487;120;100;90;ghost;dragon;750.0;4;1
Levitate;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;70;30720;100;600;3;Lunar Pokemon;120;1250000;1.5;120;Cresselia?????;Cresselia;Cresselia;0;488;75;130;85;psychic;;85.6;4;1
Hydration;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;80;10240;70;480;30;Sea Drifter Pokemon;80;1250000;0.4;80;Phione????;Phione;Phione;;489;80;80;80;water;;3.1;4;0
Hydration;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;100;2560;70;600;3;Seafaring Pokemon;100;1250000;0.3;100;Manaphy????;Manaphy;Manaphy;;490;100;100;100;water;;1.4;4;1
Bad Dreams;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;90;30720;0;600;3;Pitch-Black Pokemon;90;1250000;1.5;70;Darkrai?????;Darkrai;Darkrai;;491;135;90;125;dark;;50.5;4;1
Natural Cure, Serene Grace;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;103;30720;100;600;45;Gratitude Pokemon;75;1059860;0.2;100;Shaymin (sky Forme)????;Shaymin;Shaymin;;492;120;75;127;grass;grass;2.1;4;1
Multitype;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;120;30720;0;720;3;Alpha Pokemon;120;1250000;3.2;120;Arceus?????;Arceus;Arceus;;493;120;120;120;normal;;320.0;4;1
Victory Star;1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;100;30720;100;600;3;Victory Pokemon;100;1250000;0.4;100;Victini?????;Victini;Victini;;494;100;100;100;psychic;fire;4.0;5;1
Overgrow, Contrary;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;45;5120;70;308;45;Grass Snake Pokemon;55;1059860;0.6;45;Tsutarja?????;Snivy;Vipélierre;88.1;495;45;55;63;grass;;8.1;5;0
Overgrow, Contrary;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;413;45;Grass Snake Pokemon;75;1059860;0.8;60;Janovy?????;Servine;Lianaja;88.1;496;60;75;83;grass;;16.0;5;0
Overgrow, Contrary;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;75;5120;70;528;45;Regal Pokemon;95;1059860;3.3;75;Jalorda?????;Serperior;Majaspic;88.1;497;75;95;113;grass;;63.0;5;0
Blaze, Thick Fat;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;63;5120;70;308;45;Fire Pig Pokemon;45;1059860;0.5;65;Pokabu???;Tepig;Gruikui;88.1;498;45;45;45;fire;;9.9;5;0
Blaze, Thick Fat;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;93;5120;70;418;45;Fire Pig Pokemon;55;1059860;1.0;90;Chaoboo?????;Pignite;Grotichon;88.1;499;70;55;55;fire;fighting;55.5;5;0
Blaze, Reckless;0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;123;5120;70;528;45;Mega Fire Pig Pokemon;65;1059860;1.6;110;Enbuoh?????;Emboar;Roitiflam;88.1;500;100;65;65;fire;fighting;150.0;5;0
Torrent, Shell Armor;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;55;5120;70;308;45;Sea Otter Pokemon;45;1059860;0.5;55;Mijumaru?????;Oshawott;Moustillon;88.1;501;63;45;45;water;;5.9;5;0
Torrent, Shell Armor;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;5120;70;413;45;Discipline Pokemon;60;1059860;0.8;75;Futachimaru?????;Dewott;Mateloutre;88.1;502;83;60;60;water;;24.5;5;0
Torrent, Shell Armor;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;100;5120;70;528;45;Formidable Pokemon;85;1059860;1.5;95;Daikenki?????;Samurott;Clamiral;88.1;503;108;70;70;water;;94.6;5;0
Run Away, Keen Eye, Analytic;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;3840;70;255;255;Scout Pokemon;39;1000000;0.5;45;Minezumi????;Patrat;Ratentif;50;504;35;39;42;normal;;11.6;5;0
Illuminate, Keen Eye, Analytic;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;5120;70;420;255;Lookout Pokemon;69;1000000;1.1;60;Miruhog?????;Watchog;Miradar;50;505;60;69;77;normal;;27.0;5;0
Vital Spirit, Pickup, Run Away;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;3840;70;275;255;Puppy Pokemon;45;1059860;0.4;45;Yorterrie?????;Lillipup;Ponchiot;50;506;25;45;55;normal;;4.1;5;0
Intimidate, Sand Rush, Scrappy;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;3840;70;370;120;Loyal Dog Pokemon;65;1059860;0.9;65;Herderrie?????;Herdier;Ponchien;50;507;35;65;60;normal;;14.7;5;0
Intimidate, Sand Rush, Scrappy;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;3840;70;500;45;Big-Hearted Pokemon;90;1059860;1.2;85;Mooland?????;Stoutland;Mastouffe;50;508;45;90;80;normal;;61.0;5;0
Limber, Unburden, Prankster;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;50;5120;70;281;255;Devious Pokemon;37;1000000;0.4;41;Choroneko?????;Purrloin;Chacripan;50;509;50;37;66;dark;;10.1;5;0
Limber, Unburden, Prankster;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;88;5120;70;446;90;Cruel Pokemon;50;1000000;1.1;64;Lepardas?????;Liepard;Léopardus;50;510;88;50;106;dark;;37.5;5;0
Gluttony, Overgrow;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;53;5120;70;316;190;Grass Monkey Pokemon;48;1000000;0.6;50;Yanappu????;Pansage;Feuillajou;88.1;511;53;48;64;grass;;10.5;5;0
